CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JC104440,01/04/2019 12:00:00 AM,026XX W 23RD PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,1034,12,20,1159208,1888302,41.849225403,-87.691177433,"(41.849225403, -87.691177433)"
JC109486,01/08/2019 02:00:00 PM,029XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1934,44,14,1170891,1919967,41.935868425,-87.64737059,"(41.935868425, -87.64737059)"
JC107436,01/07/2019 12:05:00 AM,006XX S DEARBORN ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,123,4,06,1176017,1897553,41.874249283,-87.629208475,"(41.874249283, -87.629208475)"
JC107489,01/07/2019 02:28:00 AM,012XX N NOBLE ST,0460,BATTERY,SIMPLE,STREET,N,N,1433,2,08B,1166821,1908597,41.904756873,-87.662654879,"(41.904756873, -87.662654879)"
JC105086,01/04/2019 09:45:00 PM,007XX W 129TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,523,34,08A,1173800,1818892,41.658443824,-87.639677288,"(41.658443824, -87.639677288)"
JC113585,01/11/2019 10:27:00 PM,038XX W MONROE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,1122,28,15,1150775,1899386,41.879810068,-87.721837936,"(41.879810068, -87.721837936)"
JC110385,01/09/2019 12:37:00 AM,011XX W 107TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,2234,34,11,1170521,1833846,41.69955189,-87.651242732,"(41.69955189, -87.651242732)"
JC105891,01/04/2019 08:30:00 AM,072XX W PRATT AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,1611,41,06,1127215,1944652,42.004453476,-87.807328727,"(42.004453476, -87.807328727)"
JC107578,01/05/2019 10:30:00 AM,050XX S LAFLIN ST,0610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PRIVATE, BUILDING",N,N,933,20,05,1167186,1871387,41.802641458,-87.662382149,"(41.802641458, -87.662382149)"
JC108735,01/08/2019 12:59:00 AM,051XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1533,28,08B,1142270,1899541,41.880397449,-87.753063657,"(41.880397449, -87.753063657)"
JC106787,01/06/2019 11:04:00 AM,006XX N LARAMIE AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,Y,N,1524,37,18,1141581,1903751,41.891962962,-87.755489533,"(41.891962962, -87.755489533)"
JC110451,01/09/2019 12:45:00 PM,031XX W FLOURNOY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING/PROPERTY,Y,N,1134,24,14,1155468,1896862,41.872790905,-87.70467367,"(41.872790905, -87.70467367)"
JC106968,01/06/2019 03:25:00 PM,013XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1233,25,08B,1167981,1894032,41.864764484,-87.658814406,"(41.864764484, -87.658814406)"
JC106325,01/05/2019 07:04:00 PM,0000X W 119TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,Y,N,522,9,16,1178152,1826060,41.678016726,-87.623536323,"(41.678016726, -87.623536323)"
JC104636,01/04/2019 04:20:00 PM,015XX N SEDGWICK ST,0810,THEFT,OVER $500,CTA PLATFORM,N,N,1821,2,06,1173356,1910864,41.910834923,-87.638582645,"(41.910834923, -87.638582645)"
JC112834,01/11/2019 12:00:00 PM,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1931,32,06,1165142,1919763,41.935432921,-87.668504341,"(41.935432921, -87.668504341)"
JC113214,01/11/2019 02:50:00 PM,052XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,OTHER,N,N,1624,38,08A,1140675,1926092,41.953285753,-87.758266686,"(41.953285753, -87.758266686)"
JC109799,01/08/2019 07:55:00 PM,025XX W GUNNISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2031,40,08B,1158544,1932193,41.969679419,-87.692410731,"(41.969679419, -87.692410731)"
